recapture_row_id,trial_id,sample_date,sample_time,station_code,flows
{000000F6-0000-0000-0000000000000000},35,1999-12-30,08:49:00.000000,Gate 6,6775
{000000F7-0000-0000-0000000000000000},36,2000-01-03,09:07:00.000000,Gate 6,6473
{000000F8-0000-0000-0000000000000000},36,2000-01-03,09:07:00.000000,Gate 6,6473
{000000F9-0000-0000-0000000000000000},36,2000-01-04,07:38:00.000000,Gate 6,6424
{000000FA-0000-0000-0000000000000000},215,2000-01-09,09:07:00.000000,Gate 6,6021
{000000FB-0000-0000-0000000000000000},216,2000-03-22,18:29:00.000000,Gate 6,13082
{000000FC-0000-0000-0000000000000000},216,2000-03-23,06:16:00.000000,Gate 6,13876
{000000FD-0000-0000-0000000000000000},217,2000-03-23,06:16:00.000000,Gate 6,13876
{000000FE-0000-0000-0000000000000000},216,2000-03-23,18:25:00.000000,Gate 6,13876
{000000FF-0000-0000-0000000000000000},217,2000-03-23,18:25:00.000000,Gate 6,13876
{00000100-0000-0000-0000000000000000},217,2000-03-24,06:15:00.000000,Gate 6,13126
{00000101-0000-0000-0000000000000000},5,1998-12-17,08:15:00.000000,Gate 8,17500
{00000102-0000-0000-0000000000000000},6,1998-12-21,08:49:00.000000,Gate 8,12978
{00000103-0000-0000-0000000000000000},7,1998-12-29,09:10:00.000000,Gate 8,8934
{00000104-0000-0000-0000000000000000},7,1998-12-30,09:02:00.000000,Gate 8,8933
{00000105-0000-0000-0000000000000000},8,1999-01-05,09:39:00.000000,Gate 8,7612
{00000106-0000-0000-0000000000000000},8,1999-01-06,09:21:00.000000,Gate 8,7607
{00000107-0000-0000-0000000000000000},9,1999-01-09,09:03:00.000000,Gate 8,7546
{00000108-0000-0000-0000000000000000},10,1999-01-13,09:16:00.000000,Gate 8,7500
{00000109-0000-0000-0000000000000000},11,1999-01-28,09:00:00.000000,Gate 8,15364
{0000010A-0000-0000-0000000000000000},11,1999-01-29,09:04:00.000000,Gate 8,15505
{0000010B-0000-0000-0000000000000000},12,1999-02-02,07:38:00.000000,Gate 8,9980
{0000010C-0000-0000-0000000000000000},14,1999-04-11,09:07:00.000000,Gate 8,14215
{0000010D-0000-0000-0000000000000000},302,1999-04-26,09:34:00.000000,Gate 8,11593
{0000010E-0000-0000-0000000000000000},303,1999-05-04,10:05:00.000000,Gate 8,12768
{0000010F-0000-0000-0000000000000000},304,1999-05-05,10:02:00.000000,Gate 8,12463
{00000110-0000-0000-0000000000000000},304,1999-05-07,09:45:00.000000,Gate 8,12416
{00000111-0000-0000-0000000000000000},15,1999-05-11,19:45:00.000000,Gate 8,12952
{00000112-0000-0000-0000000000000000},17,1999-05-12,09:06:00.000000,Gate 8,12981
{00000113-0000-0000-0000000000000000},201,1998-03-10,09:11:00.000000,Gate 9,22039
{00000114-0000-0000-0000000000000000},201,1998-03-11,09:16:00.000000,Gate 9,22142
{00000115-0000-0000-0000000000000000},202,1998-03-17,06:37:00.000000,Gate 9,14274
{00000116-0000-0000-0000000000000000},202,1998-03-18,06:51:00.000000,Gate 9,14479
{00000117-0000-0000-0000000000000000},203,1998-03-31,13:09:00.000000,Gate 9,36293
{00000118-0000-0000-0000000000000000},206,1998-04-28,08:59:00.000000,Gate 9,14216
{00000119-0000-0000-0000000000000000},206,1998-04-29,08:56:00.000000,Gate 9,14254
{0000011A-0000-0000-0000000000000000},207,1998-05-06,09:13:00.000000,Gate 9,15958
{0000011B-0000-0000-0000000000000000},3,1998-08-10,20:14:00.000000,Gate 9,14884
{0000011C-0000-0000-0000000000000000},3,1998-08-11,06:27:00.000000,Gate 9,14959
{0000011D-0000-0000-0000000000000000},4,1998-08-18,06:35:00.000000,Gate 9,14968
{0000011E-0000-0000-0000000000000000},209,1999-10-19,07:45:00.000000,Gate 9,8241
{0000011F-0000-0000-0000000000000000},210,1999-10-20,11:45:00.000000,Gate 9,6797
{00000120-0000-0000-0000000000000000},212,1999-10-27,11:24:00.000000,Gate 9,7090
{00000121-0000-0000-0000000000000000},213,1999-11-03,06:51:00.000000,Gate 9,7234
{00000122-0000-0000-0000000000000000},213,1999-11-03,17:35:00.000000,Gate 9,7234
{00000123-0000-0000-0000000000000000},34,1999-12-22,08:39:00.000000,Gate 9,6931
{00000124-0000-0000-0000000000000000},35,1999-12-29,09:00:00.000000,Gate 9,6756
{00000125-0000-0000-0000000000000000},36,2000-01-03,08:56:00.000000,Gate 9,6473
{00000126-0000-0000-0000000000000000},36,2000-01-04,07:31:00.000000,Gate 9,6424
{00000127-0000-0000-0000000000000000},216,2000-03-22,18:33:00.000000,Gate 9,13082
{00000128-0000-0000-0000000000000000},217,2000-03-23,06:24:00.000000,Gate 9,13876
{00662E30-EA2E-4020-9EB6E04F24E68E6B},0106,2006-02-16,10:12:00.000000,Gate 7,12317
{009BA263-7C9E-4EA4-87D8859ED81C80F0},0105,2005-01-24,08:04:00.000000,Gate 8,6468
{00A5C4A6-15F5-43E8-BA1209480D0B4700},0209,2009-02-07,09:26:00.000000,Gate 6,4245
{00BC228F-047B-4952-8B03073ACB7A82D7},004_19,2019-09-11,09:02:00.000000,Gate 6,9152
{02B651BF-26EA-4CED-BBB65A031AB379AB},0805,2005-10-05,08:24:00.000000,Gate 2,8693
{0389D1AD-99C8-4C99-9484E3CE138967AC},009_20,2020-10-01,08:41:00.000000,Gate 6,6905
{03A96D98-AEEB-456F-B6FD3F4B66FC1148},0605,2005-04-02,08:51:00.000000,Gate 8,8091
{03B671EE-BB46-4778-8C2FB89743CDF280},0913,2013-03-04,10:38:00.000000,Gate 6,4965
{0437C890-66D7-41DC-97B61E65D8CAEB2A},1803,2003-10-17,09:04:00.000000,Gate 6,7067
{0546FF6C-5914-46B6-BAEAF8C29F4A0B4E},0703,2003-03-06,08:31:00.000000,Gate 7,7900
{054A88B2-7B7F-4743-97C27667FFF31E4F},0404,2004-02-07,09:15:00.000000,Gate 6,10084
{05E88EC5-8390-49AF-AB1C77C3418B9A2A},0213,2013-01-24,09:01:00.000000,Gate 6,6522
{0649AB83-4810-4011-B1EFC48D3B9A9E17},012_20,2020-10-21,10:47:00.000000,Gate 7,5699
{069EF792-14D1-49D1-8E13FC04AA0083A0},0312,2012-02-17,09:05:00.000000,Gate 7,5533
{06AE70CA-1406-449D-B66849B20E7FE25C},0604,2004-02-14,08:28:00.000000,Gate 3,7668
{0741B7F6-F404-49E3-A6C1BF8F2D86A805},012_20,2020-10-21,08:51:00.000000,Gate 6,5699
{081A39E7-B516-4B7C-8EF1321103FEBA2A},0807,2007-03-25,09:16:00.000000,Gate 6,6210
{086B56E2-BAE1-4853-86D1799ACE595FC9},0113,2013-01-18,09:04:00.000000,Gate 6,6278
{087DEC46-B9C7-444F-984A5F734D53588B},0209,2009-02-08,09:11:00.000000,Gate 6,4276
{0895D61F-85D6-4F53-AC1D1EF96526D12F},0504,2004-02-11,08:48:00.000000,Gate 6,8448
{095BC59F-3435-426C-94F8FB14EE24B369},006_22,2022-02-12,08:28:00.000000,Gate 1,4385
{0965F4E4-4889-45B9-9223DE358C799328},0813,2013-02-27,09:28:00.000000,Gate 6,4973
{099C6216-F793-4DDC-BD7E5B5D8CF93FC0},007_20,2020-09-23,07:34:00.000000,Gate 1,6797
{09C9A00E-9F41-47DE-B2D680C1F7349F74},0613,2013-02-20,08:14:00.000000,Gate 3,5648
{0A3C57AF-9410-4070-B23EC94ABDE35064},1003,2003-09-03,08:34:00.000000,Gate 9,8754
{0A4B9769-69FF-42C5-BB1BE23CF7FBB28B},2004,2004-09-28,08:53:00.000000,Gate 4,8426
{0B60B4E5-C1C7-43FA-9A66CF6DF8C0DBED},0605,2005-04-02,08:25:00.000000,Gate 5,8091
{0BB8C09E-0435-46B7-938F3E9DFF0975A8},0513,2013-02-14,09:35:00.000000,Gate 8,5719
{0C1B6FC6-FA39-44BB-B2DBA9A2F9FE4C6A},0203,2003-02-06,07:56:00.000000,Gate 5,11385
{0C378336-4602-4143-9E71659B571E4581},0111,2011-01-21,12:56:00.000000,Gate 3,8980
{0CA1FB02-6366-4DC3-8B2D428DF4528794},0603,2003-03-02,07:53:00.000000,Gate 7,8923
{0CAA6E0A-5579-4B8D-9B6A28F5ED8B9706},011_20,2020-10-14,08:23:00.000000,Gate 6,6306
{0CAF0773-65D4-4159-9E064D79809291EE},0408,2008-02-21,09:33:00.000000,Gate 6,5632
{0CB316E1-52A7-4AFF-A85D67AD9ADE8660},0305,2005-02-14,10:04:00.000000,Gate 6,5847
{0D11BC77-6724-4DB8-A6E328C3819BFB26},2104,2004-10-03,09:11:00.000000,Gate 6,7657
{0D1C0ECC-BDC0-4C11-9CF9F3CDF838E3F0},0705,2005-09-13,08:37:00.000000,Gate 2,8729
{0D5F99D1-C0E2-4986-87F5F4B37CC8F019},0114,2014-01-03,09:10:00.000000,Gate 7,4099
{0D9111DC-027B-4373-8142313F93738082},0208,2008-02-08,09:07:00.000000,Gate 6,6797
{0E0763F5-5DAB-4746-A5F1DEC0FFBF48E2},0913,2013-03-04,10:37:00.000000,Gate 7,4965
{0E5F3DA4-5CF4-421F-99844C3DCE03DDB3},005_22,2022-02-04,11:06:00.000000,Gate 8,4499
{0EF208A5-C7E3-4E79-BA8246CA89DA6CCC},001_22,2022-01-13,09:36:00.000000,Gate 5,5595
{0F88874F-31CB-40C3-BAFF8619E7662820},0113,2013-01-17,08:55:00.000000,Gate 7,6329
{0F95379B-0D78-421E-8F3440A1C9B99C43},002_16,2016-02-10,12:09:00.000000,Gate 3,6078
{1088D132-64B1-4D3C-99325B6D0379E5D0},0411,2011-02-12,09:32:00.000000,Gate 8,5328
{11220A30-36F0-488B-B58395825FFF1867},0305,2005-02-11,08:46:00.000000,Gate 5,5993
{118FE7FE-919D-4B63-BA8AD2991D350E0C},0311,2011-02-03,17:33:00.000000,Gate 6,5731
{12921FAB-A3ED-404D-BB4049E36AD6BAAA},0303,2003-02-11,07:41:00.000000,Gate 11,9301
{129DE0BA-1AF9-4460-ACE2EBE9CD226B37},0613,2013-02-20,09:11:00.000000,Gate 7,5648
{12A922E2-54B5-4B98-92A8773DB03FF05F},0111,2011-01-23,13:15:00.000000,Gate 7,8185
{132DC4A6-27A7-4C1F-8B2856F1D752C4F6},006_20,2020-09-18,08:58:00.000000,Gate 6,7027
{135164EB-85B0-492C-B9F0CCA88FE15335},004_21,2021-02-27,10:29:00.000000,Gate 1,4007
{13665DBD-8C10-40A0-9BD84F00206CE329},1504,2004-09-02,08:06:00.000000,Gate 11,8363
{13820A09-9B23-493E-91C3810CB8EE1C30},0803,2003-03-08,08:32:00.000000,Gate 7,7368
{145004F8-1D9C-4398-A9CD3E89084E39DF},0112,2012-01-31,08:18:00.000000,Gate 3,6009
{149B0C72-A6FE-459E-A4FD75DFA1D83BA9},1003,2003-09-03,09:00:00.000000,Gate 1,8754
{14F32399-5AB7-4698-A7140F62F0A52AA5},0113,2013-01-17,09:26:00.000000,Gate 8,6329
{15D5F61D-D7FE-456A-9F07F800CC9E4ACD},0108,2008-01-24,09:30:00.000000,Gate 7,5416
{15FF7DB3-C3A5-4F44-A645752AE90B929C},0813,2013-02-27,08:44:00.000000,Gate 7,4973
{16180BE9-87C3-4EE7-8404F409D5F602BB},0703,2003-03-05,08:46:00.000000,Gate 11,8118
{176EFBE0-F791-476B-AC189388C8FF5FF5},0411,2011-02-12,08:07:00.000000,Gate 3,5328
{17736D7F-0EFA-4106-8E4E81E28BA664A7},0114,2014-01-02,08:23:00.000000,Gate 6,4214
{17C45696-DCE5-45CF-8A378C63EB338003},0607,2007-03-16,08:44:00.000000,Gate 6,6607
{17D934C9-51B9-4A31-A35FEF20984A33F9},0105,2005-01-24,08:26:00.000000,Gate 6,6468
{18A5E339-3A5F-46BB-A50002F8F0E1AB5E},1803,2003-10-16,08:54:00.000000,Gate 8,7048
{19254DE4-2DFF-40A9-927A50ACAB85F427},1304,2004-06-06,09:03:00.000000,Gate 2,13633
{19B911E6-FC80-4CCC-84852E0EB0CE3055},010_20,2020-10-07,08:42:00.000000,Gate 8,6677
{19EFB1A9-CE5B-4B31-8F0FD9DA110FEEF2},0211,2011-01-27,10:02:00.000000,Gate 8,6778
{1AC92B49-24C2-4D12-A16481C81428823F},0413,2013-02-04,10:18:00.000000,Gate 7,6235
{1AD34D8F-24D5-48E0-A6148337B3CB16B9},0303,2003-02-13,07:46:00.000000,Gate 2,14116
{1B93B562-FB2C-440E-925DFBF278ACB57F},0209,2009-02-06,09:12:00.000000,Gate 6,4132
{1B9ABAF8-B0A2-464D-8FF869480CA0FF7B},003_16,2016-02-15,11:06:00.000000,Gate 7,5560
{1BDF4968-C4A8-4861-BE445696F4A9225C},0905,2005-10-14,08:59:00.000000,Gate 6,8713
{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},1013,2013-09-28,10:45:00.000000,Gate 7,6858
{1C262F86-8E20-40BD-8D41D1488063E104},2004,2004-09-28,08:41:00.000000,Gate 6,8426
{1C9450C1-9FC8-47F5-B6BFD1818E175B91},0903,2003-03-21,09:14:00.000000,Gate 3,8470
{1D03B505-CEAD-4901-9B61F53A95F9BC95},001_20,2020-01-10,11:23:00.000000,Gate 8,7215
{1D1A583C-E684-4FF4-B5AA9720317489EE},0103,2003-01-29,07:55:00.000000,Gate 2,26673
{1D76D342-18C0-4C08-BA7C747B46E0DC49},1403,2003-09-28,09:29:00.000000,Gate 4,7845
{1DB33523-2EAD-4E14-9449136B39B3A786},001_19,2019-08-28,09:05:00.000000,Gate 6,10322
{1E2C1CF1-4FA2-4FE0-97668FDCD10B8F9E},0215,2015-01-28,08:57:00.000000,Gate 7,4485
{1E31CB8C-CBD2-447B-B4B73326818512DA},005_21,2021-10-01,10:07:00.000000,Gate 8,7325
{1E5195A9-83D2-4968-960280628AFDDAA3},0313,2013-01-31,09:11:00.000000,Gate 8,6580
{1E6F11C6-783B-4ED0-9E20E26FC9EEEC62},0211,2011-01-27,09:30:00.000000,Gate 7,6778
{1E93DA9A-A890-46AA-909668E3CA65C6F5},2004,2004-09-30,09:08:00.000000,Gate 6,8119
{1EDD1DF3-C3DC-45C7-93A0A1976BFA4752},1,1998-04-21,09:01:00.000000,Gate 10,14946
{1F31ED45-C6C1-4697-AB7FD5D248CE8BBE},0109,2009-01-24,08:27:00.000000,Gate 3,4165
{1F3F318C-B7F5-46C6-8F4B2F2FA143C79B},0304,2004-02-01,09:06:00.000000,Gate 5,8751
{1F9DAAC6-2860-4DC5-ADECF20B4B01B63E},0107,2007-01-22,09:32:00.000000,Gate 8,6247
{2007FB31-FF55-4632-AEB0F7F5DE71C256},0103,2003-01-29,08:04:00.000000,Gate 7,26673
{218D7057-B61F-4119-829ACFF5AEDCCBBE},001_20,2020-01-10,10:00:00.000000,Gate 7,7215
{22193265-C01E-4A0C-8BDDCA249ACE232E},1004,2004-05-05,08:52:00.000000,Gate 6,10557
{227D6B87-D454-4E49-969506E5DEA76C22},1503,2003-10-02,08:50:00.000000,Gate 8,7457
{239A96AC-D0ED-4DE7-934F96D8261821A6},005_18,2018-12-31,10:21:00.000000,Gate 7,5592
{23B01F9A-CEDC-4827-9371860A903B6A84},0703,2003-03-05,08:21:00.000000,Gate 2,8118
{2439BF9B-D8BC-4591-A09E53B53893EBFF},001_16,2016-02-04,08:30:00.000000,Gate 8,8394
{24ECD386-D1BC-45E9-8FE4352CAF52073E},1113,2013-12-23,10:37:00.000000,Gate 8,4277
{24F593AD-C936-4F25-8539A809A44DD17F},0404,2004-02-07,08:42:00.000000,Gate 5,10084
{254EC546-3F52-4810-83601C77938537DA},010_20,2020-10-07,08:22:00.000000,Gate 6,6677
{2579BD87-3EB3-4C71-B232FFB2066FFB31},0805,2005-10-05,09:17:00.000000,Gate 8,8693
{25A11F64-EAB5-4220-AE90BDF20017227F},1,1998-04-21,09:00:00.000000,Gate 3,14946
{25E1F437-B693-40A6-8136E1281D84B7D5},005_18,2018-12-31,09:20:00.000000,Gate 6,5592
{2625968C-AA06-4712-86F20A04AF557CAC},008_19,2019-10-09,09:10:00.000000,Gate 6,6942
{264F06A1-3ADD-47DE-B636CABF3A81323C},0208,2008-02-08,09:27:00.000000,Gate 7,6797
{2663B29A-2800-4A79-99B30CC750BB1527},1704,2004-09-18,10:15:00.000000,Gate 2,9167
{267A1C39-B429-43FE-8C75D3681A5E4580},0313,2013-01-31,09:09:00.000000,Gate 3,6580
{274952A3-08E9-4FE1-8B1A224FC3ABB82A},1303,2003-09-24,09:24:00.000000,Gate 7,7936
{275004CB-67B8-4568-801341FF25E19330},0213,2013-01-24,08:52:00.000000,Gate 8,6522
{276D290C-BD58-451C-B4CA093EADA8AB17},002_22,2022-01-21,08:56:00.000000,Gate 6,5018
{277481A7-F086-4668-BBA2E7CFCCFA71B8},0103,2003-01-29,08:00:00.000000,Gate 5,26673
{289D3F2E-0CC6-468F-A5D1801DBC6274E7},0302,2002-08-21,06:38:00.000000,Gate 6 E,10372
{28A58F76-AEE2-49E4-940D89CCE3D0BEF1},0705,2005-09-12,09:05:00.000000,Gate 11,8865
{2918F006-CC35-4421-814F5C736B12DDBB},0213,2013-01-25,12:34:00.000000,Gate 7,7656
{29D3C96B-715F-49C5-BCA62478079D4724},0413,2013-02-04,10:31:00.000000,Gate 8,6235
{2A313F39-7E71-4834-A353051570AEBAB2},1203,2003-09-10,08:29:00.000000,Gate 11,7030
{2A6D3572-424B-41CE-864A2E61AE43BED2},1213,2013-12-29,09:14:00.000000,Gate 7,4466
{2B3E1C4D-4DEA-4B33-9D0CC13E2973ABCF},0607,2007-03-16,08:53:00.000000,Gate 7,6607
{2B74FD65-5E70-4583-BBF92D3E9F23FDB5},1803,2003-10-16,09:37:00.000000,Gate 4,7048
{2BAB9832-A461-41A7-B10C33545B9DFB14},0113,2013-01-19,08:30:00.000000,Gate 3,6281
{2BD4C4E4-40D7-4BB8-89B7DBA2F566B116},0202,2002-08-08,06:59:00.000000,Gate 7 E,12644
{2C6823D1-9FB7-4E51-AB5413C02CF41FDC},011_20,2020-10-14,10:15:00.000000,Gate 8,6306
{2E2A1727-AB8C-4F61-BD9A7BDFFE0E6E5F},001_22,2022-01-13,10:17:00.000000,Gate 8,5595
{2E527C0A-ADA5-45DB-A025E923B66D3CCA},1304,2004-06-04,08:58:00.000000,Gate 2,10902
{2F134FC5-0D16-4B30-8F9C93976A165BFF},0311,2011-02-02,10:56:00.000000,Gate 6,5836
{2F8AC642-92DF-4300-A1368C3F43E719F5},1213,2013-12-29,08:27:00.000000,Gate 6,4466
{311A0798-0778-49D2-A58BEBF0B46B55D3},007_19,2019-10-02,09:46:00.000000,Gate 1,8135
{31337AF6-CF99-4FBD-BC8653B09C6A1925},004_18,2018-12-29,08:31:00.000000,Gate 6,5751
{317E0C43-A323-4992-8B64CB9C09806349},005_20,2020-02-19,11:21:00.000000,Gate 1,5903
{319DFFEC-0846-4E5D-BAF03F2F9F1B6BEA},002_20,2020-01-24,09:43:00.000000,Gate 1,7965
{31B76D35-DD6F-49A1-961FC9E16F45D242},003_20,2020-01-31,09:00:00.000000,Gate 7,7928
{31C8D6D1-6E1A-4966-9B8EA9E65FBD9F4E},0111,2011-01-21,09:47:00.000000,Gate 8,8980
{327949FB-AAF1-42FC-A0D2A32868AC6566},0206,2006-02-24,09:48:00.000000,Gate 9,9392
{32DE3205-1FD3-4E96-A0D74C08C9D046EE},003_20,2020-01-30,10:17:00.000000,Gate 7,8205
{330364E5-F2B7-4C21-BF12E898AAE0C4E2},003_22,2022-01-25,08:51:00.000000,Gate 1,4862
{330CB404-8B54-4131-B81FD08298BBC0C9},002_18,2018-10-12,13:13:00.000000,Gate 8,7585
{33469AFA-F4DA-4CCD-B6E2E34E213B5DD5},0114,2014-01-02,09:07:00.000000,Gate 7,4214
{33D4DB55-D0DF-4B6E-AFA8916B9414BD14},004_19,2019-09-11,11:04:00.000000,Gate 8,9152
{3447D1B5-9019-4303-B0A34494E8B2C599},0313,2013-02-01,09:00:00.000000,Gate 6,6488
{3457C92E-D933-4A85-A34111E78F4CB76A},0207,2007-01-29,10:38:00.000000,Gate 4,6178
{34CA3F66-B05F-4067-B22DF7B5B3C0E6FB},001_20,2020-01-10,08:38:00.000000,Gate 6,7215
{3688CAFD-F2D7-4893-9A25DA512F84800A},0111,2011-01-22,20:11:00.000000,Gate 3,8640
{36D7AE64-95F5-4DD8-A2BBBE40F5AD3459},0405,2005-03-11,08:57:00.000000,Gate 8,6658
{36D9BDA9-539F-4395-B46FDE20B1701DDE},0113,2013-01-18,09:25:00.000000,Gate 7,6278
{37115585-3B05-47FD-BA04C963EF9B4F16},1703,2003-10-11,09:15:00.000000,Gate 7,6936
{37294A06-11BD-48F8-893A7B51E7F4B4DC},0613,2013-02-19,09:02:00.000000,Gate 8,5565
{37793F57-C5D4-43F9-B25776B68DA60CFC},0209,2009-02-06,08:55:00.000000,Gate 5,4132
{37BACE9D-1A38-499B-87A8F681C30C890A},0203,2003-02-06,07:50:00.000000,Gate 2,11385
{37E0E3F5-DBAD-4F72-ADCB8B8A9B431337},0605,2005-04-02,08:40:00.000000,Gate 6,8091
{389A7218-A8F5-4CA2-A1B28DE4F95C4267},001_22,2022-01-13,08:48:00.000000,Gate 6,5595
{38A8A124-F75F-4472-8FF51932928924AE},0112,2012-01-31,10:11:00.000000,Gate 7,6009
{38BD06AB-7969-49C6-9CF3E2DBB9D307B7},0302,2002-08-22,06:39:00.000000,Gate 6 W,9863
{396C0660-B135-429A-B76200F49853DCFB},013_20,2020-12-31,09:28:00.000000,Gate 8,4353
{39823377-CFEF-4F01-9A69254C3767DA68},0403,2003-02-22,07:27:00.000000,Gate 2,16300
{3A73E6F2-B629-444C-A7FE631B9E8A7A85},001_22,2022-01-13,09:52:00.000000,Gate 7,5595
{3ADB9413-A1FD-465D-AD7FB5B55B5FBC72},0104,2004-01-19,09:48:00.000000,Gate 6,9839
{3BCE34D6-8963-426F-AB2BF6A0B0C9B669},0305,2005-02-12,08:18:00.000000,Gate 5,5936
{3BE01B1D-1033-499E-802C798B37E77E07},1603,2003-10-07,08:59:00.000000,Gate 4,7471
{3C14777E-9984-4121-8E682BA9B93D343E},0403,2003-02-22,07:33:00.000000,Gate 7,16300
{3C2F69AA-ABD2-4B14-85B71A1B72119498},0504,2004-02-10,08:34:00.000000,Gate 6,8803
{3C75A922-1B75-412D-AB5E96CB18D80FD0},1603,2003-10-07,08:45:00.000000,Gate 8,7471
{3CC1387E-3FF8-4275-907409D15341FB2D},1603,2003-10-07,08:52:00.000000,Gate 6,7471
{3D23F683-743A-4309-9F432A22536FC633},001_21,2021-01-21,11:19:00.000000,Gate 8,4035
{3D8946CC-8037-469B-BAC0E8EB045C7B53},0604,2004-02-16,09:11:00.000000,Gate 5,7540
{3DF0C404-0BA2-4299-8C4262EE11738F0B},0304,2004-02-01,08:41:00.000000,Gate 3,8751
{3E7A3496-9B64-474E-85A6A1F7BE78B0BC},009_19,2019-10-23,09:36:00.000000,Gate 6,8766
{3E950AA6-C28A-4DB3-B567DA69A4264895},0504,2004-02-10,08:16:00.000000,Gate 5,8803
{3EA12330-7256-4180-AAF57FC858F2EE63},0803,2003-03-08,08:39:00.000000,Gate 11,7368
{3F9D2A59-BA35-44A7-BF06CD28106761DC},009_19,2019-10-23,13:36:00.000000,Gate 8,8766
{41A752DD-6DF3-4410-A251677F5377E13E},1213,2013-12-30,09:10:00.000000,Gate 6,4453
{41D9D248-F07A-449C-98830C1AE0873747},1003,2003-09-03,08:15:00.000000,Gate 11,8754
{41DC1B90-E046-42AC-8DC40A50EAA8A36F},0408,2008-02-22,08:56:00.000000,Gate 3,6469
{42DE38C3-1476-4F21-9313E153568E6FD2},008_20,2020-09-25,08:03:00.000000,Gate 6,6789
{43658A38-9A7C-4FF6-B2253CE08A3433BC},0412,2012-02-29,09:32:00.000000,Gate 8,5822
{4393A419-C978-4904-957B0CA43B14FA92},0206,2006-02-24,08:56:00.000000,Gate 2,9392
{43B3043D-CA36-44B7-BC50B4278C797091},0202,2002-08-07,06:52:00.000000,Gate 6 E,13016
{43FD8E6E-BE31-4A16-8196E122E1CE39D8},1303,2003-09-25,08:18:00.000000,Gate 7,7928
{448DB7E8-0D80-4DBF-A0A6254CB5B2FD51},0212,2012-02-05,08:15:00.000000,Gate 3,5230
{46228E41-96E9-4DF8-944C33484F1337AC},009_20,2020-10-01,07:50:00.000000,Gate 7,6905
{4630A535-15C5-4A07-8F936A89E723EBDC},0412,2012-02-29,08:04:00.000000,Gate 3,5822
{46B89132-8C6D-4935-9D3FEB64F5EDC8BE},1303,2003-09-24,08:22:00.000000,Gate 4,7936
{472B341F-AB35-48AF-883C3084E1F0CAA0},0304,2004-02-01,08:42:00.000000,Gate 6,8751
{47A87990-720E-484C-A3C215747E143D8E},0215,2015-01-28,09:41:00.000000,Gate 8,4485
{47EACE02-5FE9-46C3-97934A8B4EE66F3C},1203,2003-09-09,08:24:00.000000,Gate 11,7181
{4849905D-6056-4CBC-BDF309E42E47140F},0106,2006-02-16,09:18:00.000000,Gate 9,12317
